"[[458.4600830078125, 567.0672607421875], [0.0, 0.0], [446.7620849609375, 552.3732299804688], [0.0, 0.0], [409.78497314453125, 567.1273803710938], [350.2033386230469, 631.8513793945312], [382.7715759277344, 646.0015869140625], [0.0, 0.0], [476.591064453125, 756.26904296875], [0.0, 0.0], [532.1560668945312, 680.51220703125], [222.30657958984375, 793.6605224609375], [239.15646362304688, 806.8206787109375], [386.0830078125, 863.044921875], [416.366943359375, 895.4055786132812], [330.59649658203125, 1015.7942504882812], [332.2823791503906, 1092.2490234375]]","[[454.65118408203125, 555.462890625], [0.0, 0.0], [443.01470947265625, 541.2435913085938], [0.0, 0.0], [405.52099609375, 554.64892578125], [344.9132995605469, 614.188232421875], [379.1246643066406, 634.3463745117188], [0.0, 0.0], [470.74957275390625, 745.34326171875], [0.0, 0.0], [538.7391967773438, 676.012451171875], [226.67111206054688, 783.5272827148438], [243.83908081054688, 799.241455078125], [385.5102233886719, 860.2559204101562], [413.3494873046875, 894.510009765625], [330.2784729003906, 1015.4169921875], [331.4453125, 1092.1866455078125]]","[[454.6585388183594, 555.4591064453125], [0.0, 0.0], [443.0191955566406, 541.2408447265625], [0.0, 0.0], [405.50250244140625, 554.6463623046875], [344.9028625488281, 614.176513671875], [379.0847473144531, 634.3334350585938], [0.0, 0.0], [470.713623046875, 745.3452758789062], [0.0, 0.0], [538.7457885742188, 676.0067749023438], [226.67117309570312, 783.5590209960938], [243.81591796875, 799.2708740234375], [385.5100402832031, 860.2810668945312], [413.35528564453125, 894.50732421875], [330.3144836425781, 1015.47314453125], [331.4610900878906, 1092.1959228515625]]","[[452.29022216796875, 538.8588256835938], [0.0, 0.0], [439.9078369140625, 524.8486328125], [0.0, 0.0], [399.68780517578125, 538.9408569335938], [345.3871154785156, 604.03662109375], [374.7092590332031, 618.612060546875], [0.0, 0.0], [462.7843017578125, 727.273193359375], [0.0, 0.0], [545.1773071289062, 669.8807983398438], [235.22149658203125, 778.4450073242188], [249.86474609375, 792.190673828125], [382.7586669921875, 861.3021240234375], [412.4454040527344, 891.138916015625], [332.981201171875, 1010.8668212890625], [333.6609802246094, 1091.7862548828125]]","[[448.1156311035156, 522.9420166015625], [0.0, 0.0], [435.436279296875, 508.74017333984375], [0.0, 0.0], [394.2559509277344, 522.1516723632812], [337.5567321777344, 586.7315063476562], [372.9923095703125, 604.5525512695312], [0.0, 0.0], [457.79705810546875, 716.2632446289062], [0.0, 0.0], [546.9041137695312, 671.32958984375], [236.243896484375, 768.484375], [255.0721435546875, 783.0831298828125], [378.1559143066406, 862.9805908203125], [410.30999755859375, 891.0018920898438], [332.52764892578125, 1013.484130859375], [335.23028564453125, 1092.433349609375]]"
"[[454.65118408203125, 555.462890625], [0.0, 0.0], [443.01470947265625, 541.2435913085938], [0.0, 0.0], [405.52099609375, 554.64892578125], [344.9132995605469, 614.188232421875], [379.1246643066406, 634.3463745117188], [0.0, 0.0], [470.74957275390625, 745.34326171875], [0.0, 0.0], [538.7391967773438, 676.012451171875], [226.67111206054688, 783.5272827148438], [243.83908081054688, 799.241455078125], [385.5102233886719, 860.2559204101562], [413.3494873046875, 894.510009765625], [330.2784729003906, 1015.4169921875], [331.4453125, 1092.1866455078125]]","[[454.6585388183594, 555.4591064453125], [0.0, 0.0], [443.0191955566406, 541.2408447265625], [0.0, 0.0], [405.50250244140625, 554.6463623046875], [344.9028625488281, 614.176513671875], [379.0847473144531, 634.3334350585938], [0.0, 0.0], [470.713623046875, 745.3452758789062], [0.0, 0.0], [538.7457885742188, 676.0067749023438], [226.67117309570312, 783.5590209960938], [243.81591796875, 799.2708740234375], [385.5100402832031, 860.2810668945312], [413.35528564453125, 894.50732421875], [330.3144836425781, 1015.47314453125], [331.4610900878906, 1092.1959228515625]]","[[452.29022216796875, 538.8588256835938], [0.0, 0.0], [439.9078369140625, 524.8486328125], [0.0, 0.0], [399.68780517578125, 538.9408569335938], [345.3871154785156, 604.03662109375], [374.7092590332031, 618.612060546875], [0.0, 0.0], [462.7843017578125, 727.273193359375], [0.0, 0.0], [545.1773071289062, 669.8807983398438], [235.22149658203125, 778.4450073242188], [249.86474609375, 792.190673828125], [382.7586669921875, 861.3021240234375], [412.4454040527344, 891.138916015625], [332.981201171875, 1010.8668212890625], [333.6609802246094, 1091.7862548828125]]","[[448.1156311035156, 522.9420166015625], [0.0, 0.0], [435.436279296875, 508.74017333984375], [0.0, 0.0], [394.2559509277344, 522.1516723632812], [337.5567321777344, 586.7315063476562], [372.9923095703125, 604.5525512695312], [0.0, 0.0], [457.79705810546875, 716.2632446289062], [0.0, 0.0], [546.9041137695312, 671.32958984375], [236.243896484375, 768.484375], [255.0721435546875, 783.0831298828125], [378.1559143066406, 862.9805908203125], [410.30999755859375, 891.0018920898438], [332.52764892578125, 1013.484130859375], [335.23028564453125, 1092.433349609375]]","[[444.26605224609375, 510.1983337402344], [0.0, 0.0], [432.1846008300781, 496.1946716308594], [0.0, 0.0], [391.3813171386719, 510.18975830078125], [332.2999267578125, 576.5678100585938], [370.0556640625, 593.80419921875], [0.0, 0.0], [449.94073486328125, 704.2092895507812], [0.0, 0.0], [546.98291015625, 675.9143676757812], [237.38140869140625, 759.919189453125], [258.03302001953125, 774.7197875976562], [375.62286376953125, 862.2506103515625], [408.5678405761719, 891.9525146484375], [333.24700927734375, 1013.9742431640625], [336.56658935546875, 1092.16943359375]]"
"[[454.6585388183594, 555.4591064453125], [0.0, 0.0], [443.0191955566406, 541.2408447265625], [0.0, 0.0], [405.50250244140625, 554.6463623046875], [344.9028625488281, 614.176513671875], [379.0847473144531, 634.3334350585938], [0.0, 0.0], [470.713623046875, 745.3452758789062], [0.0, 0.0], [538.7457885742188, 676.0067749023438], [226.67117309570312, 783.5590209960938], [243.81591796875, 799.2708740234375], [385.5100402832031, 860.2810668945312], [413.35528564453125, 894.50732421875], [330.3144836425781, 1015.47314453125], [331.4610900878906, 1092.1959228515625]]","[[452.29022216796875, 538.8588256835938], [0.0, 0.0], [439.9078369140625, 524.8486328125], [0.0, 0.0], [399.68780517578125, 538.9408569335938], [345.3871154785156, 604.03662109375], [374.7092590332031, 618.612060546875], [0.0, 0.0], [462.7843017578125, 727.273193359375], [0.0, 0.0], [545.1773071289062, 669.8807983398438], [235.22149658203125, 778.4450073242188], [249.86474609375, 792.190673828125], [382.7586669921875, 861.3021240234375], [412.4454040527344, 891.138916015625], [332.981201171875, 1010.8668212890625], [333.6609802246094, 1091.7862548828125]]","[[448.1156311035156, 522.9420166015625], [0.0, 0.0], [435.436279296875, 508.74017333984375], [0.0, 0.0], [394.2559509277344, 522.1516723632812], [337.5567321777344, 586.7315063476562], [372.9923095703125, 604.5525512695312], [0.0, 0.0], [457.79705810546875, 716.2632446289062], [0.0, 0.0], [546.9041137695312, 671.32958984375], [236.243896484375, 768.484375], [255.0721435546875, 783.0831298828125], [378.1559143066406, 862.9805908203125], [410.30999755859375, 891.0018920898438], [332.52764892578125, 1013.484130859375], [335.23028564453125, 1092.433349609375]]","[[444.26605224609375, 510.1983337402344], [0.0, 0.0], [432.1846008300781, 496.1946716308594], [0.0, 0.0], [391.3813171386719, 510.18975830078125], [332.2999267578125, 576.5678100585938], [370.0556640625, 593.80419921875], [0.0, 0.0], [449.94073486328125, 704.2092895507812], [0.0, 0.0], [546.98291015625, 675.9143676757812], [237.38140869140625, 759.919189453125], [258.03302001953125, 774.7197875976562], [375.62286376953125, 862.2506103515625], [408.5678405761719, 891.9525146484375], [333.24700927734375, 1013.9742431640625], [336.56658935546875, 1092.16943359375]]","[[440.8642578125, 497.0737609863281], [0.0, 0.0], [429.66204833984375, 482.84967041015625], [0.0, 0.0], [389.1643371582031, 493.28790283203125], [329.12261962890625, 557.465576171875], [365.9142150878906, 574.1250610351562], [0.0, 0.0], [439.84185791015625, 688.8679809570312], [0.0, 0.0], [544.227294921875, 683.50341796875], [240.36083984375, 748.3580322265625], [260.82159423828125, 763.7162475585938], [371.699462890625, 857.606689453125], [406.7706298828125, 891.7471923828125], [333.00714111328125, 1013.413818359375], [337.8919677734375, 1091.028564453125]]"
"[[452.29022216796875, 538.8588256835938], [0.0, 0.0], [439.9078369140625, 524.8486328125], [0.0, 0.0], [399.68780517578125, 538.9408569335938], [345.3871154785156, 604.03662109375], [374.7092590332031, 618.612060546875], [0.0, 0.0], [462.7843017578125, 727.273193359375], [0.0, 0.0], [545.1773071289062, 669.8807983398438], [235.22149658203125, 778.4450073242188], [249.86474609375, 792.190673828125], [382.7586669921875, 861.3021240234375], [412.4454040527344, 891.138916015625], [332.981201171875, 1010.8668212890625], [333.6609802246094, 1091.7862548828125]]","[[448.1156311035156, 522.9420166015625], [0.0, 0.0], [435.436279296875, 508.74017333984375], [0.0, 0.0], [394.2559509277344, 522.1516723632812], [337.5567321777344, 586.7315063476562], [372.9923095703125, 604.5525512695312], [0.0, 0.0], [457.79705810546875, 716.2632446289062], [0.0, 0.0], [546.9041137695312, 671.32958984375], [236.243896484375, 768.484375], [255.0721435546875, 783.0831298828125], [378.1559143066406, 862.9805908203125], [410.30999755859375, 891.0018920898438], [332.52764892578125, 1013.484130859375], [335.23028564453125, 1092.433349609375]]","[[444.26605224609375, 510.1983337402344], [0.0, 0.0], [432.1846008300781, 496.1946716308594], [0.0, 0.0], [391.3813171386719, 510.18975830078125], [332.2999267578125, 576.5678100585938], [370.0556640625, 593.80419921875], [0.0, 0.0], [449.94073486328125, 704.2092895507812], [0.0, 0.0], [546.98291015625, 675.9143676757812], [237.38140869140625, 759.919189453125], [258.03302001953125, 774.7197875976562], [375.62286376953125, 862.2506103515625], [408.5678405761719, 891.9525146484375], [333.24700927734375, 1013.9742431640625], [336.56658935546875, 1092.16943359375]]","[[440.8642578125, 497.0737609863281], [0.0, 0.0], [429.66204833984375, 482.84967041015625], [0.0, 0.0], [389.1643371582031, 493.28790283203125], [329.12261962890625, 557.465576171875], [365.9142150878906, 574.1250610351562], [0.0, 0.0], [439.84185791015625, 688.8679809570312], [0.0, 0.0], [544.227294921875, 683.50341796875], [240.36083984375, 748.3580322265625], [260.82159423828125, 763.7162475585938], [371.699462890625, 857.606689453125], [406.7706298828125, 891.7471923828125], [333.00714111328125, 1013.413818359375], [337.8919677734375, 1091.028564453125]]","[[437.0548095703125, 483.004638671875], [0.0, 0.0], [426.30206298828125, 468.64129638671875], [0.0, 0.0], [385.04534912109375, 476.7943115234375], [319.97271728515625, 539.5161743164062], [363.5062255859375, 559.3353271484375], [0.0, 0.0], [430.3441467285156, 678.6423950195312], [0.0, 0.0], [544.1136474609375, 692.7100830078125], [240.32742309570312, 735.8446655273438], [264.6969909667969, 752.2962036132812], [369.8903503417969, 857.653076171875], [405.6240539550781, 891.2008056640625], [333.4311828613281, 1016.7022705078125], [336.8337707519531, 1089.9052734375]]"
"[[448.1156311035156, 522.9420166015625], [0.0, 0.0], [435.436279296875, 508.74017333984375], [0.0, 0.0], [394.2559509277344, 522.1516723632812], [337.5567321777344, 586.7315063476562], [372.9923095703125, 604.5525512695312], [0.0, 0.0], [457.79705810546875, 716.2632446289062], [0.0, 0.0], [546.9041137695312, 671.32958984375], [236.243896484375, 768.484375], [255.0721435546875, 783.0831298828125], [378.1559143066406, 862.9805908203125], [410.30999755859375, 891.0018920898438], [332.52764892578125, 1013.484130859375], [335.23028564453125, 1092.433349609375]]","[[444.26605224609375, 510.1983337402344], [0.0, 0.0], [432.1846008300781, 496.1946716308594], [0.0, 0.0], [391.3813171386719, 510.18975830078125], [332.2999267578125, 576.5678100585938], [370.0556640625, 593.80419921875], [0.0, 0.0], [449.94073486328125, 704.2092895507812], [0.0, 0.0], [546.98291015625, 675.9143676757812], [237.38140869140625, 759.919189453125], [258.03302001953125, 774.7197875976562], [375.62286376953125, 862.2506103515625], [408.5678405761719, 891.9525146484375], [333.24700927734375, 1013.9742431640625], [336.56658935546875, 1092.16943359375]]","[[440.8642578125, 497.0737609863281], [0.0, 0.0], [429.66204833984375, 482.84967041015625], [0.0, 0.0], [389.1643371582031, 493.28790283203125], [329.12261962890625, 557.465576171875], [365.9142150878906, 574.1250610351562], [0.0, 0.0], [439.84185791015625, 688.8679809570312], [0.0, 0.0], [544.227294921875, 683.50341796875], [240.36083984375, 748.3580322265625], [260.82159423828125, 763.7162475585938], [371.699462890625, 857.606689453125], [406.7706298828125, 891.7471923828125], [333.00714111328125, 1013.413818359375], [337.8919677734375, 1091.028564453125]]","[[437.0548095703125, 483.004638671875], [0.0, 0.0], [426.30206298828125, 468.64129638671875], [0.0, 0.0], [385.04534912109375, 476.7943115234375], [319.97271728515625, 539.5161743164062], [363.5062255859375, 559.3353271484375], [0.0, 0.0], [430.3441467285156, 678.6423950195312], [0.0, 0.0], [544.1136474609375, 692.7100830078125], [240.32742309570312, 735.8446655273438], [264.6969909667969, 752.2962036132812], [369.8903503417969, 857.653076171875], [405.6240539550781, 891.2008056640625], [333.4311828613281, 1016.7022705078125], [336.8337707519531, 1089.9052734375]]","[[437.0824279785156, 483.00506591796875], [0.0, 0.0], [426.3262939453125, 468.63427734375], [0.0, 0.0], [385.08502197265625, 476.77984619140625], [320.03070068359375, 539.5162353515625], [363.5414123535156, 559.2752075195312], [0.0, 0.0], [430.28192138671875, 678.6184692382812], [0.0, 0.0], [543.7579956054688, 692.718017578125], [240.2762451171875, 735.859130859375], [264.6769714355469, 752.2992553710938], [369.8115539550781, 857.64111328125], [405.5948486328125, 891.2484741210938], [333.4436950683594, 1016.51904296875], [336.8695373535156, 1089.8504638671875]]"
"[[444.26605224609375, 510.1983337402344], [0.0, 0.0], [432.1846008300781, 496.1946716308594], [0.0, 0.0], [391.3813171386719, 510.18975830078125], [332.2999267578125, 576.5678100585938], [370.0556640625, 593.80419921875], [0.0, 0.0], [449.94073486328125, 704.2092895507812], [0.0, 0.0], [546.98291015625, 675.9143676757812], [237.38140869140625, 759.919189453125], [258.03302001953125, 774.7197875976562], [375.62286376953125, 862.2506103515625], [408.5678405761719, 891.9525146484375], [333.24700927734375, 1013.9742431640625], [336.56658935546875, 1092.16943359375]]","[[440.8642578125, 497.0737609863281], [0.0, 0.0], [429.66204833984375, 482.84967041015625], [0.0, 0.0], [389.1643371582031, 493.28790283203125], [329.12261962890625, 557.465576171875], [365.9142150878906, 574.1250610351562], [0.0, 0.0], [439.84185791015625, 688.8679809570312], [0.0, 0.0], [544.227294921875, 683.50341796875], [240.36083984375, 748.3580322265625], [260.82159423828125, 763.7162475585938], [371.699462890625, 857.606689453125], [406.7706298828125, 891.7471923828125], [333.00714111328125, 1013.413818359375], [337.8919677734375, 1091.028564453125]]","[[437.0548095703125, 483.004638671875], [0.0, 0.0], [426.30206298828125, 468.64129638671875], [0.0, 0.0], [385.04534912109375, 476.7943115234375], [319.97271728515625, 539.5161743164062], [363.5062255859375, 559.3353271484375], [0.0, 0.0], [430.3441467285156, 678.6423950195312], [0.0, 0.0], [544.1136474609375, 692.7100830078125], [240.32742309570312, 735.8446655273438], [264.6969909667969, 752.2962036132812], [369.8903503417969, 857.653076171875], [405.6240539550781, 891.2008056640625], [333.4311828613281, 1016.7022705078125], [336.8337707519531, 1089.9052734375]]","[[437.0824279785156, 483.00506591796875], [0.0, 0.0], [426.3262939453125, 468.63427734375], [0.0, 0.0], [385.08502197265625, 476.77984619140625], [320.03070068359375, 539.5162353515625], [363.5414123535156, 559.2752075195312], [0.0, 0.0], [430.28192138671875, 678.6184692382812], [0.0, 0.0], [543.7579956054688, 692.718017578125], [240.2762451171875, 735.859130859375], [264.6769714355469, 752.2992553710938], [369.8115539550781, 857.64111328125], [405.5948486328125, 891.2484741210938], [333.4436950683594, 1016.51904296875], [336.8695373535156, 1089.8504638671875]]","[[433.3606872558594, 469.2105712890625], [0.0, 0.0], [423.59722900390625, 454.5338134765625], [0.0, 0.0], [383.6258544921875, 460.1421813964844], [314.1500549316406, 520.1505126953125], [364.1370849609375, 546.4920043945312], [0.0, 0.0], [422.6776123046875, 670.5821533203125], [0.0, 0.0], [529.2442016601562, 699.5131225585938], [244.05816650390625, 727.195556640625], [273.4956970214844, 745.8106079101562], [367.5469970703125, 857.5575561523438], [404.8355407714844, 893.43017578125], [333.7946472167969, 1016.9910888671875], [337.6904602050781, 1088.5264892578125]]"
"[[440.8642578125, 497.0737609863281], [0.0, 0.0], [429.66204833984375, 482.84967041015625], [0.0, 0.0], [389.1643371582031, 493.28790283203125], [329.12261962890625, 557.465576171875], [365.9142150878906, 574.1250610351562], [0.0, 0.0], [439.84185791015625, 688.8679809570312], [0.0, 0.0], [544.227294921875, 683.50341796875], [240.36083984375, 748.3580322265625], [260.82159423828125, 763.7162475585938], [371.699462890625, 857.606689453125], [406.7706298828125, 891.7471923828125], [333.00714111328125, 1013.413818359375], [337.8919677734375, 1091.028564453125]]","[[437.0548095703125, 483.004638671875], [0.0, 0.0], [426.30206298828125, 468.64129638671875], [0.0, 0.0], [385.04534912109375, 476.7943115234375], [319.97271728515625, 539.5161743164062], [363.5062255859375, 559.3353271484375], [0.0, 0.0], [430.3441467285156, 678.6423950195312], [0.0, 0.0], [544.1136474609375, 692.7100830078125], [240.32742309570312, 735.8446655273438], [264.6969909667969, 752.2962036132812], [369.8903503417969, 857.653076171875], [405.6240539550781, 891.2008056640625], [333.4311828613281, 1016.7022705078125], [336.8337707519531, 1089.9052734375]]","[[437.0824279785156, 483.00506591796875], [0.0, 0.0], [426.3262939453125, 468.63427734375], [0.0, 0.0], [385.08502197265625, 476.77984619140625], [320.03070068359375, 539.5162353515625], [363.5414123535156, 559.2752075195312], [0.0, 0.0], [430.28192138671875, 678.6184692382812], [0.0, 0.0], [543.7579956054688, 692.718017578125], [240.2762451171875, 735.859130859375], [264.6769714355469, 752.2992553710938], [369.8115539550781, 857.64111328125], [405.5948486328125, 891.2484741210938], [333.4436950683594, 1016.51904296875], [336.8695373535156, 1089.8504638671875]]","[[433.3606872558594, 469.2105712890625], [0.0, 0.0], [423.59722900390625, 454.5338134765625], [0.0, 0.0], [383.6258544921875, 460.1421813964844], [314.1500549316406, 520.1505126953125], [364.1370849609375, 546.4920043945312], [0.0, 0.0], [422.6776123046875, 670.5821533203125], [0.0, 0.0], [529.2442016601562, 699.5131225585938], [244.05816650390625, 727.195556640625], [273.4956970214844, 745.8106079101562], [367.5469970703125, 857.5575561523438], [404.8355407714844, 893.43017578125], [333.7946472167969, 1016.9910888671875], [337.6904602050781, 1088.5264892578125]]","[[431.68121337890625, 453.88836669921875], [0.0, 0.0], [421.22021484375, 439.29925537109375], [0.0, 0.0], [380.06610107421875, 446.1467590332031], [314.3744812011719, 508.820068359375], [362.96563720703125, 536.30712890625], [0.0, 0.0], [418.5291748046875, 663.4799194335938], [0.0, 0.0], [522.0865478515625, 709.394287109375], [251.3685302734375, 719.8280029296875], [279.413818359375, 738.660888671875], [370.7928161621094, 857.43505859375], [403.805419921875, 893.0629272460938], [334.88604736328125, 1014.8524169921875], [338.0989685058594, 1087.7281494140625]]"
"[[437.0548095703125, 483.004638671875], [0.0, 0.0], [426.30206298828125, 468.64129638671875], [0.0, 0.0], [385.04534912109375, 476.7943115234375], [319.97271728515625, 539.5161743164062], [363.5062255859375, 559.3353271484375], [0.0, 0.0], [430.3441467285156, 678.6423950195312], [0.0, 0.0], [544.1136474609375, 692.7100830078125], [240.32742309570312, 735.8446655273438], [264.6969909667969, 752.2962036132812], [369.8903503417969, 857.653076171875], [405.6240539550781, 891.2008056640625], [333.4311828613281, 1016.7022705078125], [336.8337707519531, 1089.9052734375]]","[[437.0824279785156, 483.00506591796875], [0.0, 0.0], [426.3262939453125, 468.63427734375], [0.0, 0.0], [385.08502197265625, 476.77984619140625], [320.03070068359375, 539.5162353515625], [363.5414123535156, 559.2752075195312], [0.0, 0.0], [430.28192138671875, 678.6184692382812], [0.0, 0.0], [543.7579956054688, 692.718017578125], [240.2762451171875, 735.859130859375], [264.6769714355469, 752.2992553710938], [369.8115539550781, 857.64111328125], [405.5948486328125, 891.2484741210938], [333.4436950683594, 1016.51904296875], [336.8695373535156, 1089.8504638671875]]","[[433.3606872558594, 469.2105712890625], [0.0, 0.0], [423.59722900390625, 454.5338134765625], [0.0, 0.0], [383.6258544921875, 460.1421813964844], [314.1500549316406, 520.1505126953125], [364.1370849609375, 546.4920043945312], [0.0, 0.0], [422.6776123046875, 670.5821533203125], [0.0, 0.0], [529.2442016601562, 699.5131225585938], [244.05816650390625, 727.195556640625], [273.4956970214844, 745.8106079101562], [367.5469970703125, 857.5575561523438], [404.8355407714844, 893.43017578125], [333.7946472167969, 1016.9910888671875], [337.6904602050781, 1088.5264892578125]]","[[431.68121337890625, 453.88836669921875], [0.0, 0.0], [421.22021484375, 439.29925537109375], [0.0, 0.0], [380.06610107421875, 446.1467590332031], [314.3744812011719, 508.820068359375], [362.96563720703125, 536.30712890625], [0.0, 0.0], [418.5291748046875, 663.4799194335938], [0.0, 0.0], [522.0865478515625, 709.394287109375], [251.3685302734375, 719.8280029296875], [279.413818359375, 738.660888671875], [370.7928161621094, 857.43505859375], [403.805419921875, 893.0629272460938], [334.88604736328125, 1014.8524169921875], [338.0989685058594, 1087.7281494140625]]","[[430.50579833984375, 443.07696533203125], [0.0, 0.0], [420.724853515625, 428.4168701171875], [0.0, 0.0], [382.09771728515625, 434.349365234375], [321.6520690917969, 502.7180480957031], [362.4256896972656, 520.9381103515625], [0.0, 0.0], [409.22894287109375, 652.2877197265625], [0.0, 0.0], [500.063232421875, 716.348388671875], [260.5848388671875, 712.900634765625], [284.8902893066406, 728.0172119140625], [370.4731140136719, 858.4046630859375], [400.0935974121094, 892.011962890625], [334.6716613769531, 1018.628662109375], [338.85968017578125, 1087.9293212890625]]"
"[[437.0824279785156, 483.00506591796875], [0.0, 0.0], [426.3262939453125, 468.63427734375], [0.0, 0.0], [385.08502197265625, 476.77984619140625], [320.03070068359375, 539.5162353515625], [363.5414123535156, 559.2752075195312], [0.0, 0.0], [430.28192138671875, 678.6184692382812], [0.0, 0.0], [543.7579956054688, 692.718017578125], [240.2762451171875, 735.859130859375], [264.6769714355469, 752.2992553710938], [369.8115539550781, 857.64111328125], [405.5948486328125, 891.2484741210938], [333.4436950683594, 1016.51904296875], [336.8695373535156, 1089.8504638671875]]","[[433.3606872558594, 469.2105712890625], [0.0, 0.0], [423.59722900390625, 454.5338134765625], [0.0, 0.0], [383.6258544921875, 460.1421813964844], [314.1500549316406, 520.1505126953125], [364.1370849609375, 546.4920043945312], [0.0, 0.0], [422.6776123046875, 670.5821533203125], [0.0, 0.0], [529.2442016601562, 699.5131225585938], [244.05816650390625, 727.195556640625], [273.4956970214844, 745.8106079101562], [367.5469970703125, 857.5575561523438], [404.8355407714844, 893.43017578125], [333.7946472167969, 1016.9910888671875], [337.6904602050781, 1088.5264892578125]]","[[431.68121337890625, 453.88836669921875], [0.0, 0.0], [421.22021484375, 439.29925537109375], [0.0, 0.0], [380.06610107421875, 446.1467590332031], [314.3744812011719, 508.820068359375], [362.96563720703125, 536.30712890625], [0.0, 0.0], [418.5291748046875, 663.4799194335938], [0.0, 0.0], [522.0865478515625, 709.394287109375], [251.3685302734375, 719.8280029296875], [279.413818359375, 738.660888671875], [370.7928161621094, 857.43505859375], [403.805419921875, 893.0629272460938], [334.88604736328125, 1014.8524169921875], [338.0989685058594, 1087.7281494140625]]","[[430.50579833984375, 443.07696533203125], [0.0, 0.0], [420.724853515625, 428.4168701171875], [0.0, 0.0], [382.09771728515625, 434.349365234375], [321.6520690917969, 502.7180480957031], [362.4256896972656, 520.9381103515625], [0.0, 0.0], [409.22894287109375, 652.2877197265625], [0.0, 0.0], [500.063232421875, 716.348388671875], [260.5848388671875, 712.900634765625], [284.8902893066406, 728.0172119140625], [370.4731140136719, 858.4046630859375], [400.0935974121094, 892.011962890625], [334.6716613769531, 1018.628662109375], [338.85968017578125, 1087.9293212890625]]","[[429.83441162109375, 429.3982238769531], [0.0, 0.0], [420.2681884765625, 414.57574462890625], [0.0, 0.0], [381.55029296875, 420.16619873046875], [325.8021545410156, 493.9046630859375], [361.3516540527344, 508.27154541015625], [0.0, 0.0], [401.6426086425781, 643.6683349609375], [0.0, 0.0], [484.5179748535156, 722.0491943359375], [270.100341796875, 703.4097900390625], [292.75830078125, 716.55419921875], [368.2098083496094, 860.3286743164062], [397.19049072265625, 889.91357421875], [334.5392150878906, 1024.384521484375], [340.2954406738281, 1087.94482421875]]"
"[[433.3606872558594, 469.2105712890625], [0.0, 0.0], [423.59722900390625, 454.5338134765625], [0.0, 0.0], [383.6258544921875, 460.1421813964844], [314.1500549316406, 520.1505126953125], [364.1370849609375, 546.4920043945312], [0.0, 0.0], [422.6776123046875, 670.5821533203125], [0.0, 0.0], [529.2442016601562, 699.5131225585938], [244.05816650390625, 727.195556640625], [273.4956970214844, 745.8106079101562], [367.5469970703125, 857.5575561523438], [404.8355407714844, 893.43017578125], [333.7946472167969, 1016.9910888671875], [337.6904602050781, 1088.5264892578125]]","[[431.68121337890625, 453.88836669921875], [0.0, 0.0], [421.22021484375, 439.29925537109375], [0.0, 0.0], [380.06610107421875, 446.1467590332031], [314.3744812011719, 508.820068359375], [362.96563720703125, 536.30712890625], [0.0, 0.0], [418.5291748046875, 663.4799194335938], [0.0, 0.0], [522.0865478515625, 709.394287109375], [251.3685302734375, 719.8280029296875], [279.413818359375, 738.660888671875], [370.7928161621094, 857.43505859375], [403.805419921875, 893.0629272460938], [334.88604736328125, 1014.8524169921875], [338.0989685058594, 1087.7281494140625]]","[[430.50579833984375, 443.07696533203125], [0.0, 0.0], [420.724853515625, 428.4168701171875], [0.0, 0.0], [382.09771728515625, 434.349365234375], [321.6520690917969, 502.7180480957031], [362.4256896972656, 520.9381103515625], [0.0, 0.0], [409.22894287109375, 652.2877197265625], [0.0, 0.0], [500.063232421875, 716.348388671875], [260.5848388671875, 712.900634765625], [284.8902893066406, 728.0172119140625], [370.4731140136719, 858.4046630859375], [400.0935974121094, 892.011962890625], [334.6716613769531, 1018.628662109375], [338.85968017578125, 1087.9293212890625]]","[[429.83441162109375, 429.3982238769531], [0.0, 0.0], [420.2681884765625, 414.57574462890625], [0.0, 0.0], [381.55029296875, 420.16619873046875], [325.8021545410156, 493.9046630859375], [361.3516540527344, 508.27154541015625], [0.0, 0.0], [401.6426086425781, 643.6683349609375], [0.0, 0.0], [484.5179748535156, 722.0491943359375], [270.100341796875, 703.4097900390625], [292.75830078125, 716.55419921875], [368.2098083496094, 860.3286743164062], [397.19049072265625, 889.91357421875], [334.5392150878906, 1024.384521484375], [340.2954406738281, 1087.94482421875]]","[[428.92108154296875, 420.5657958984375], [0.0, 0.0], [419.70916748046875, 406.0850830078125], [0.0, 0.0], [380.0700378417969, 410.5419006347656], [326.12811279296875, 488.1719665527344], [357.0888366699219, 498.5867004394531], [0.0, 0.0], [386.280517578125, 628.5475463867188], [0.0, 0.0], [467.45550537109375, 721.914794921875], [282.0105895996094, 698.9690551757812], [303.25616455078125, 710.1381225585938], [371.89715576171875, 865.12646484375], [398.24200439453125, 886.278564453125], [330.1270751953125, 1034.6370849609375], [336.01763916015625, 1086.08154296875]]"
